COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
indomethacin	29 day	Low	777	15.1	45.3	58.3	19.4	33.3	2.8	142.6	145	17	1	0	15	68	11.7	16.7	253	675	72	184	150	0.35	0	196	18	0.7	142	4	107	10.7	8.1	6.6	4.2	1.8	72	36	203	1
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	817	15	46.4	56.8	18.3	32.2	2.8	97.2	92.8	13	1	0	2	83	11.8	16.3	221	394	61	70	130	0.44	0.04	197	18	0.6	139	4.3	107	10.7	7.6	6.3	4.3	2.2	57	30	86	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	651	13.9	41.5	63.7	21.3	33.4	5.8	109.7	144	13	1	0	4	83	11.3	16.3	216	1287	83	98	162	0.41	0.08	204	17	0.5	139	5.1	109	10.4	8.2	5.7	3.8	2	63	33	83	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	640	13.2	39.1	61	20.6	33.7	6.8	137.7	148	8	0	0	8	83	10.9	15.4	218	1015	76	52	142	0.43	0.03	187	19	0.6	139	4.7	105	10.8	9.5	5.6	3.8	2.1	62	31	88	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	687	14.1	42.5	61.9	20.5	33.1	5.6	122.7	119	16	1	0	11	73	11.5	16.8	240	635	86	129	165	0.4	0	182	19	0.5	139	4.9	107	11.4	7.9	6.4	4.4	2.2	63	37	97	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	681	13.4	40.9	60.1	19.7	32.8	6.5	90.6	89.1	8	1	0	7	84	12	16.3	235	1309	92	144	167	0.51	0.03	195	19	0.6	139	4.7	104	11.4	9.9	6.1	4.1	2.1	53	36	98	1
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	676	14.2	42.4	62.7	21	33.5	6.2	128.6	121	9	1	0	3	87	12.2	15.6	255	624	80	116	152	0.34	0	188	23	0.6	139	4.9	105	10.7	7.8	6.4	4.2	1.9	47	24	98	1
indomethacin	15 day	Middle	661	13.7	41.8	63.2	20.6	32.7	4.8	124.5	151	9	1	0	6	84	11.8	15.1	227	932	64	100	136	0.27	0	201	25	0.6	140	4.8	109	10.7	8.2	5.9	3.7	1.7	49	30	67	1
indomethacin	15 day	Middle	724	15.1	45.6	62.9	20.8	33.1	4.7	103.1	144	4	1	0	9	86	11.7	17.2	248	881	78	176	161	0.28	0.03	214	20	0.5	140	4.2	105	10.8	8.8	6.6	4.1	1.6	55	28	86	3
indomethacin	29 day	Middle	757	15	45	59.5	19.8	33.4	3.4	84.7	151	7	1	0	3	89	11.8	17.2	266	535	83	114	152	0.26	0	171	22	0.7	141	4.4	107	11	7.1	7.3	4.6	1.7	61	27	106	4
indomethacin	29 day	Middle	828	15.2	46.2	55.8	18.4	32.9	3.3	93.9	74.2	17	1	0	7	75	12	16.9	229	550	82	113	145	0.26	0	187	20	0.6	141	4.2	107	10.5	7.2	6.5	4.2	1.8	57	22	50	1
indomethacin	29 day	Middle	738	14.6	43.3	58.7	19.8	33.7	2.9	110.6	159	9	1	0	4	86	12.1	17.8	250	778	87	180	166	0.45	0.02	206	23	0.7	140	4.3	105	10.6	7.8	6.7	4.2	1.7	72	29	106	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	752	15.2	45.1	59.9	20.2	33.6	3.7	111.9	170	8	1	0	2	89	11.8	17.1	268	703	84	340	183	0.32	0	187	21	0.7	140	4.5	107	11	8.2	7.1	4.5	1.7	53	25	124	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	588	12.5	38.3	65.2	21.3	32.7	6.7	105.6	129	18	1	0	13	69	10.9	15.7	279	787	72	228	160	0.37	0.03	184	21	0.5	140	4.8	107	10.7	8.6	5.7	3.7	1.9	58	33	94	2
indomethacin	4 day	High	574	12.2	36.2	62.9	21.2	33.7	7.7	83.5	176	18	1	0	11	70	11.4	17.1	330	810	96	150	175	0.37	0.06	206	15	0.6	140	4.4	109	10.4	9.4	5.5	3.4	1.6	63	29	232	2
indomethacin	4 day	High	619	13.8	41.2	66.5	22.3	33.6	7.5	107.8	113	11	0	0	15	73	11.4	17.3	228	789	65	63	123	0.33	0	173	15	0.6	142	4.5	106	10.7	9.2	5.7	3.8	2	48	29	192	2
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	15 day	High	516	10.1	29.7	57.5	19.7	34.2	9	139	146	34	0	2	15	49	10.4	24.9	436	1239	56	91	126	0.31	0.16	133	152	1	131	8.1	102	10	13.4	5.5	2.3	0.7	100	20	166	10
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	429	9.1	27	63.1	21.1	33.5	18.8	169.3	221	54	2	0	12	32	11.5	17.5	377	370	78	188	150	0.22	0	174	16	0.5	141	4.8	110	10.1	8.2	5.6	3.2	1.3	55	19	68	4
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
meloxicam	3 hr	Control	655	14.1	40.9	62.5	21.6	34.6	7.3	125.3	62.6	17	1	0	2	79	12.2	19.6	203	1279	59	54	113	0.14	0.06	204	11	0.4	141	3.3	103	10.3	7.9	5.2	3.4	1.9	66	31	118	1
meloxicam	3 hr	Control	611	13	38.4	62.8	21.3	33.9	7.3	117	111.4	19	1	1	2	77	12.1	17.8	227	907	86	81	149	0.14	0.06	193	10	0.4	143	4.1	105	10.9	8	5.4	3.4	1.7	74	37	279	1
meloxicam	3 hr	Control	592	12.8	38.2	64.5	21.7	33.7	7.5	135.3	60.4	21	1	0	3	74	11.6	16.9	227	1008	81	86	147	0.14	0.08	208	12	0.3	140	4.3	100	11.1	10.6	5.3	3.4	1.8	65	31	133	1
meloxicam	3 hr	Control	681	13.9	41.1	60.3	20.5	33.9	6.1	145.5	71	13	1	1	1	84	11.3	16.9	233	1170	88	48	151	0.12	0.05	201	12	0.3	144	3.3	104	10.7	10.8	5.8	3.5	1.5	64	40	115	1
meloxicam	3 hr	Control	627	13.2	38.3	61.2	21	34.3	7	141	88.7	18	1	0	2	79	11.6	18.1	224	804	84	39	138	0.12	0.05	194	10	0.4	139	3.6	101	10.5	9.4	5.4	3.3	1.6	71	49	102	1
meloxicam	6 hr	Control	620	14.1	41.4	66.8	22.8	34.2	7.1	131.3	113	7	0	1	3	88	12	19.7	219	750	65	53	127	0.14	0.07	212	11	0.3	140	3.5	102	10.9	8.2	5.4	3.6	2	67	35	188	1
meloxicam	6 hr	Control	639	13.6	40.5	63.4	21.3	33.6	7.9	103.7	99.2	14	1	1	4	80	12.9	17.8	222	874	79	75	136	0.14	0.08	193	10	0.3	142	4	103	11.2	9.1	5.2	3.4	1.9	65	35	247	0
meloxicam	6 hr	Control	624	13.5	39.4	63.1	21.6	34.2	7.5	137.2	88.3	26	1	0	3	69	12.5	18.6	230	713	75	44	138	0.13	0.06	190	10	0.4	141	4.1	104	10.6	10	5.4	3.3	1.6	64	32	126	1
meloxicam	6 hr	Control	608	13.2	40	65.7	21.7	33	7.2	104.6	104.4	15	0	1	2	81	12.5	18.8	222	558	81	57	143	0.13	0.06	203	8	0.3	142	3.8	104	10.9	9.8	5.3	3.2	1.5	58	28	92	1
meloxicam	6 hr	Control	636	13.7	40.2	63.2	21.6	34.2	6.6	128.3	148.6	37	1	0	4	58	13.1	18.7	286	802	74	47	132	0.14	0.06	187	10	0.4	142	3.9	104	10.9	10.2	5.6	3.2	1.3	54	27	112	1
meloxicam	9 hr	Control	632	13.5	40.2	63.6	21.3	33.5	7.2	114.7	83	15	1	0	3	80	12.6	18.2	206	1073	62	61	109	0.14	0.08	213	11	0.4	140	3.9	101	10.3	9.8	5.2	3.3	1.7	65	34	91	1
meloxicam	9 hr	Control	597	13.6	40	67.1	22.7	33.9	8.4	129.1	120	25	1	0	5	67	11.8	18.1	240	737	97	87	158	0.11	0.06	183	11	0.4	142	4.2	103	10.9	9.8	5.4	3.3	1.6	66	31	249	1
meloxicam	9 hr	Control	625	13.3	39.5	63.2	21.3	33.6	6.4	132.5	67.3	15	1	1	4	79	12.3	17.8	237	1137	69	86	139	0.14	0.08	184	11	0.4	141	4.2	104	11	9.1	5.5	3.5	1.8	64	31	151	1
meloxicam	9 hr	Control	598	13.8	39.6	66.3	23.1	34.8	6.5	119.8	84.9	32	1	0	2	65	13.1	19.6	233	863	54	85	114	0.11	0.06	198	12	0.4	143	3.7	104	10.7	9.3	5.6	3.3	1.4	60	26	149	1
meloxicam	9 hr	Control	602	13.3	38.5	64	22.1	34.5	7.3	108	86.3	25	1	0	1	71	13	14.4	250	744	71	75	152	0.12	0.06	197	11	0.4	142	3.8	104	10.7	9.6	5.7	3.6	1.7	58	26	126	2
meloxicam	24 hr	Control	616	13.6	40.2	65.3	22	33.8	8.4	133.9	146.9	17	1	0	2	79	12	20.6	243	973	81	146	161	0.15	0.09	207	14	0.4	142	4	103	10.6	7.8	5.5	3.5	1.8	64	40	149	1
meloxicam	24 hr	Control	697	13.7	40.4	58	19.6	33.8	5.3	121.4	90.8	12	1	1	3	83	11.7	18.9	224	899	76	185	148	0.21	0.14	204	16	0.4	143	4	106	11	6.2	5.6	3.6	1.8	58	26	179	1
meloxicam	24 hr	Control	699	14.3	42.1	60.2	20.5	34	4.9	112.4	73.4	12	1	1	3	82	11.5	18.2	227	881	79	106	148	0.14	0.09	199	14	0.4	142	3.6	106	11	7.5	5.5	3.3	1.5	65	32	158	1
meloxicam	24 hr	Control	597	13.3	38.9	65.1	22.3	34.2	6.9	135.1	103.2	20	2	1	3	74	11.6	19.5	203	838	73	121	151	0.14	0.09	212	16	0.4	142	3.6	103	10.7	7.8	5.3	3.3	1.6	66	32	177	1
meloxicam	24 hr	Control	625	13.3	39.6	63.4	21.2	33.5	6.3	125.6	95.8	21	1	0	2	75	11.8	18.2	227	1315	62	69	124	0.14	0.08	199	15	0.5	143	4.2	105	11.1	8.1	5.6	3.4	1.5	60	33	142	1
meloxicam	3 hr	Low	669	13.6	40.4	60.3	20.3	33.6	7.3	120.4	89.8	17	1	0	2	79	12.1	18	201	893	69	58	128	0.14	0.06	192	11	0.4	141	4.4	104	10.9	7.9	5.4	3.4	1.7	61	27	108	1
meloxicam	3 hr	Low	610	13.6	40	65.5	22.3	34	7.7	120.7	101.6	23	1	0	2	74	12.1	19.6	224	1000	71	46	129	0.12	0.06	193	10	0.3	140	4.1	101	11	9.4	5.5	3.3	1.5	60	29	104	0
meloxicam	3 hr	Low	640	13.6	40.6	63.4	21.2	33.5	6.4	126.7	111.2	27	1	1	2	69	12	17.3	219	757	67	100	132	0.14	0.06	211	13	0.4	142	3.9	103	11	8.2	5.6	3.3	1.4	71	36	204	1
meloxicam	3 hr	Low	661	13	38.9	58.9	19.6	33.3	6.9	122.6	86.7	12	1	1	2	83	12.7	17.2	338	854	71	42	121	0.14	0.07	186	9	0.3	141	3.7	102	10.8	10.6	5.3	3	1.3	68	31	146	1
meloxicam	3 hr	Low	614	12.7	38	61.9	20.7	33.4	7.6	122.5	133.5	12	1	1	2	85	12	17.7	213	834	90	67	156	0.12	0.05	207	13	0.3	141	4	101	11.1	9	5.7	3.3	1.4	69	36	128	1
meloxicam	6 hr	Low	643	13.7	39.7	61.7	21.3	34.5	6.6	140	132.6	10	1	1	2	86	12.3	17.4	208	1106	57	73	120	0.14	0.06	202	15	0.3	140	4.5	101	10.6	8.9	5.3	3.2	1.5	66	32	161	1
meloxicam	6 hr	Low	605	12.7	37.8	62.5	20.9	33.5	6.3	113.3	80.5	25	1	0	3	71	12.3	18.4	201	878	68	53	118	0.14	0.06	170	12	0.4	141	3.9	102	10.6	7.6	5.1	3.2	1.7	80	53	128	1
meloxicam	6 hr	Low	661	13.8	41.7	63	20.9	33.2	6.6	118.3	75.7	17	0	1	3	79	12.5	19.2	224	1011	77	138	147	0.15	0.07	194	10	0.4	141	3.9	103	10.5	9.9	5.2	3.1	1.5	60	30	237	1
meloxicam	6 hr	Low	676	13.7	40.7	60.2	20.3	33.8	5.9	123.1	105.5	16	0	1	2	80	11.9	17.6	233	794	73	33	133	0.13	0.06	187	8	0.3	142	3.5	104	10.4	9.4	5.7	3.4	1.5	70	37	141	1
meloxicam	6 hr	Low	657	13.4	40.5	61.6	20.3	33	6.6	122.5	85.4	25	1	0	3	71	12.4	16.5	192	996	59	25	107	0.14	0.06	194	8	0.3	141	3.6	105	10.1	9.4	4.8	3.1	1.8	77	34	152	1
meloxicam	9 hr	Low	596	12.4	36.2	60.8	20.8	34.2	7.4	118.1	171.7	20	0	0	3	75	12.6	19.2	206	777	70	38	123	0.13	0.06	181	12	0.4	140	3.7	103	9.8	9.2	5	3.1	1.6	70	39	115	1
meloxicam	9 hr	Low	662	13.4	39.1	59.1	20.3	34.4	5.6	99.4	78.7	17	1	0	2	80	12.1	17.1	211	707	67	68	128	0.14	0.06	199	11	0.4	142	4	104	10.7	9.5	5.2	3.2	1.6	61	35	114	1
meloxicam	9 hr	Low	631	13.7	40.8	64.6	21.7	33.6	7.5	109.5	100.8	20	1	0	4	74	12.6	18.1	213	673	75	36	137	0.13	0.07	178	12	0.4	142	3.9	106	10.5	9	5.4	3.4	1.7	64	32	326	1
meloxicam	9 hr	Low	645	13.8	40.5	62.8	21.3	34	6.8	126.1	62.6	22	1	0	3	73	12.1	18.6	247	777	68	51	130	0.13	0.06	179	8	0.4	143	4.1	106	10.7	9.6	5.6	3.6	1.8	62	31	158	1
meloxicam	9 hr	Low	655	13.8	41.2	63	21.1	33.6	6.1	140.1	93.3	10	1	0	2	87	12.1	16.1	206	864	67	15	123	0.11	0.05	194	13	0.4	142	3.7	104	10.5	10.4	5.4	3.5	1.8	73	38	170	1
meloxicam	24 hr	Low	589	12.9	38.1	64.7	21.9	33.9	7.2	118.1	113.8	17	1	0	3	78	12	18.3	206	1437	67	102	127	0.18	0.12	197	17	0.4	140	4.9	105	10.4	6.8	5.2	3.5	2.1	77	40	134	1
meloxicam	24 hr	Low	604	12.5	36.9	61.1	20.6	33.7	6.4	131.8	125.7	19	1	0	2	77	11.8	18.7	211	717	77	61	135	0.14	0.08	187	15	0.4	143	4	107	10.7	6.8	5.3	3.2	1.5	69	33	211	1
meloxicam	24 hr	Low	599	13.5	40.7	67.9	22.5	33.2	8.4	118.6	193.2	34	0	0	5	60	11.8	18.6	237	896	91	103	166	0.13	0.07	195	14	0.4	141	4.5	105	11	8.7	5.4	3	1.3	63	37	196	1
meloxicam	24 hr	Low	616	13.4	39.2	63.7	21.8	34.2	6.6	113.1	100.6	18	1	0	3	78	11.6	18.1	203	865	63	70	126	0.12	0.07	217	13	0.4	141	4.1	104	10.8	9.2	5.6	3.3	1.4	73	40	174	1
meloxicam	24 hr	Low	599	13.2	38	63.4	22	34.6	6.5	132.2	134.3	16	1	1	3	79	11.9	18.4	213	882	62	86	126	0.13	0.07	222	13	0.5	140	3.7	102	10.9	8.2	5.5	3.2	1.4	68	34	174	1
meloxicam	3 hr	Middle	643	13.2	39.5	61.4	20.5	33.4	6.9	126.9	97.4	10	0	1	3	86	12.4	18.2	216	748	63	88	124	0.16	0.1	185	12	0.4	142	4.2	104	11	7.7	5.4	3.4	1.7	68	36	150	1
meloxicam	3 hr	Middle	674	13.4	40.2	59.6	19.9	33.4	6.1	107.1	71.7	14	1	1	2	83	12	19.4	208	911	69	72	128	0.13	0.06	191	14	0.4	140	3.7	100	10.9	8.3	5.5	3.4	1.6	63	33	111	1
meloxicam	3 hr	Middle	580	12.9	38	65.6	22.3	34	7.3	126.6	124.7	23	1	1	3	72	12.1	18.5	216	640	72	80	143	0.15	0.08	200	17	0.3	141	4.3	102	10.9	8.4	5.2	3.1	1.5	61	34	257	1
meloxicam	3 hr	Middle	616	13.2	39.7	64.5	21.4	33.2	7.2	113.6	95.4	22	1	1	2	74	12	17.7	196	832	61	49	116	0.12	0.06	200	15	0.3	140	4.3	103	10.8	8.9	5.2	3	1.4	71	34	174	0
meloxicam	3 hr	Middle	669	14	41.6	62.2	20.9	33.5	7.3	117	117.6	13	1	1	2	83	11.5	18.1	224	924	65	41	128	0.13	0.05	205	11	0.4	140	3.9	104	10.7	8.8	5.2	3.1	1.5	65	37	197	1
meloxicam	6 hr	Middle	667	13.6	40.4	60.6	20.4	33.7	6.9	109.7	106.9	14	0	1	3	82	12.5	17.9	208	726	72	86	134	0.15	0.07	202	11	0.4	140	3.6	101	11	8.8	5.5	3.3	1.5	64	33	136	1
meloxicam	6 hr	Middle	619	13.8	40.5	65.3	22.3	34.1	7.2	113.4	123	21	1	1	4	73	12.7	19.6	227	692	71	44	130	0.15	0.06	191	9	0.3	141	3.8	104	10.6	8.8	5.3	3.3	1.6	71	41	101	1
meloxicam	6 hr	Middle	607	13.8	39.8	65.5	22.6	34.5	7.3	130.5	66.4	16	1	0	4	78	12.1	18.2	219	830	86	60	165	0.12	0.06	202	9	0.4	141	3.8	103	10.9	10.6	5.5	3.4	1.6	70	37	264	1
